rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,seller,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
135,Used 2010 Jeep Wrangler Unlimited Rubicon,1029,/cars-for-sale/vehicledetails.xhtml?listingId=478177936&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,2e4,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,129e3,Automatic,AT-1C806A90,Gasoline,Information Unavailable,1J4BA6H18AL104607,Bluetooth Hands-FreeCD PlayerCruise ControlLift KitNavigationPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium Wheels,#8B8B8B,#454545,"Best priced Rubicon in the front range! 2010 Rubicon Unlimited.  3  rough country lift. Smittybuilt front bumper and 9500# winch. LED headlights, turn signals , and fog lamps. Hard top, soft top, and bikini top all included.  Smittybuilt tow bar. Weather tech mats throughout. Grab handles front and rear.  Toyo AT tires with 80% tread.  5 matching black wheels.  Clean inside and out. Runs great!",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Rubicon,NA,2010,Used,Provo,Private,NA,NA
136,Used 1986 Jeep CJ 7,1038,/cars-for-sale/vehicledetails.xhtml?listingId=482015764&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPCJ,14999,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,83980,Manual,AT-1CBAFA14,Gasoline,Information Unavailable,1JCCM87E3GT052912,Bluetooth Hands-FreeCD PlayerPremium Wheels,#05518D,#000000,"$12,000 restoration job..original miles.. $5000 paint job, New front end, with new tie rods, ball joints and front end stabilizer.  New 3 inch BDS lift with 4 Fox shocks. All new BFG Tires and wheels. Replaced and upgraded steering box and shaft to eliminate play. New clutch and upgraded disc brakes with new pads. Garage kept! No Rust! Drives great! , Always garaged, Custom wheels, Excellent condition, Non-smoker, Title in hand, Upgraded sound system, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,7,NA,1986,Used,Provo,Private,NA,NA
137,Used 2012 Jeep Wrangler Sport,1039,/cars-for-sale/vehicledetails.xhtml?listingId=458572873&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,21998,FALSE,Sport Utility,4 wheel drive - rear,6 Cylinder,85556,Automatic,AT-1B554449,Gasoline,Information Unavailable,1C4AJWAG7CL232517,CD PlayerCruise ControlLift KitPremium WheelsSteering Wheel ControlsTrailer Hitch,#000000,#000000,"This Wrangler is equipped with the V6, 3.6 Liter, Automatic,4WD, with upgraded Fox Suspension, 2.5 inch lift, 17 inch XD Series Wheels, sitting on Goodyear Wrangler's MT/R sized 305/70 R17. I've also upgraded the headlights and tail lights with brighter more visible LED's. I still have the factory headlights and grill.This has been a blast to own and drive and has been one of the most reliable vehicles I've ever owned!",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2012,Used,Provo,Private,NA,NA
138,Used 2006 Jeep Wrangler,1041,/cars-for-sale/vehicledetails.xhtml?listingId=464805018&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,13e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,110300,Manual,AT-1BB45C9A,Gasoline,Information Unavailable,1J4FA39S46P734647,CD PlayerLift KitPremium WheelsTrailer Hitch,#000000,#000000,"Oversized offroad tires on Custom wheels. Title in hand. Im not the original owner.  The ac works great. Im not sure about the gears I haven't messed with those. Its a 6 speed inline 6.  It has a new battery, new soft top, smittybuilt bumpers and light guards. 1.5 in spacers were installed when the 4in lift was done. Its riding on 31 in offroad tires. Ive been up to 85mph, stability has never been a problem.   I dont need to sell but jeep is ony taking up space I don't have in the driveway.  Thanks for looking.",NA,NA,NA,NA,FALSE,Private Seller,,NA,2006,Used,Provo,Private,NA,NA
139,Used 2003 Jeep Wrangler Sport,1041,/cars-for-sale/vehicledetails.xhtml?listingId=410156599&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,12999,FALSE,Sport Utility,All wheel drive,Electric,71454,Automatic,AT-18727E37,N/A,Information Unavailable,1J4F449S53P340521,Premium Wheels,#248B15,#000000,"IF YOU ARE A POSTAL DELIVERY PERSON THIS IS A BARGAIN. GASOLINE ENGINE JEEPS OF THIS VINTAGE ARE SELLING FROM $12,000 TO $14, OOO. THIS IS A 2003 JEEP WRANGLER RIGHT HAND DRIVE ELECTRIC MOTOR CONVERSION. WRANGLER 4 X 4 LEFT HAND DRIVE, BODY TYPE WRANGLER SPORT /TJ SPORT (CANADA).  NON-SMOKER, SEATS LIKE NEW, CLEAR TITLE AND VERY CLEAN INTERIOR.I BOUGHT THIS JEEP AT AUCTION AND I KNOW NOTHING ABOUT ELECTRIC CONVERSIONS. THE LITHIUM BATTERIES ARE GOOD AND I HAVE NEVER CHARGED THEM OR HAD THIS DRIVEABLE. I AM SELLING AS IS FOR SOMEONE WHO KNOWS ELECTRIC CARS AND WANTS A BARGAIN. ",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2003,Used,Provo,Private,NA,NA
140,Used 2013 Jeep Wrangler Unlimited Sport,1048,/cars-for-sale/vehicledetails.xhtml?listingId=482978134&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,26900,FALSE,Sport Utility,4 wheel drive,6-Cylinder,54600,Automatic,AT-1CC9A956,Gasoline,Information Unavailable,1C4BJWDG0DL662293,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryLift KitPremium AudioPremium WheelsSecurity System,#D7D7D7,#000000,"Also included is the following:1. Rugged Ridge 13579.25 Red Eclipse Sun Shade for Select Jeep Wrangler Unlimited JK Models2. Lift Kit with custom Shocks and Sway Bar3. Rear View Camera.4. Custom Rims. A/C ice cold, All scheduled maintenance, Custom wheels, Looks & drives great, Must see, New tires, No accidents, Non-smoker, Satellite radio, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sport,NA,2013,Used,Provo,Private,NA,NA
141,Used 2012 Jeep Wrangler Sport,1048,/cars-for-sale/vehicledetails.xhtml?listingId=465506278&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,22e3,FALSE,Convertible,4 wheel drive,6-Cylinder,44521,Manual,AT-1BBF0FE6,Gasoline,Information Unavailable,Information Unavailable,CD PlayerPremium AudioPremium Wheels,#000000,#000000,Brand new tiresRanch hand bumpersComes with wench to hold top in garageSuper easy to take top offKC lightsSubwooferPioneer speakersAmpO-rings4&quot; liftLow milesNo body damage,NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2012,Used,Provo,Private,NA,NA
142,Used 2012 Jeep Grand Cherokee Overland,1062,/cars-for-sale/vehicledetails.xhtml?listingId=481009831&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPGRAND,13995,FALSE,Sport Utility,Information Unavailable,Information Unavailable,98e3,Automatic,AT-1CABA0A7,Gasoline,Information Unavailable,Information Unavailable,NA,#A31B1B,#454545,Excellent condition. Looks & drives great. Title in hand.,NA,NA,NA,NA,FALSE,Private Seller,Overland,NA,2012,Used,Provo,Private,NA,NA
143,Used 2013 Jeep Wrangler Unlimited Sport,1069,/cars-for-sale/vehicledetails.xhtml?listingId=465100585&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,26999,FALSE,Sport Utility,4 wheel drive - front,6 Cylinder,86e3,Automatic,AT-1BB8DF29,Gasoline,Information Unavailable,1C4BJWDG8DL541947,Bluetooth Hands-FreeCD PlayerCruise ControlPower LocksPower WindowsPremium AudioPremium WheelsSteering Wheel ControlsTrailer Hitch,#D7D7D7,#000000,"A/C ice cold, All records, Always garaged, Mostly highway miles, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Seats like new, Upgraded sound system, Very clean interior, Well maintained, STILL UNDER EXTENDED WARRANTY - Jeep has 86,000 miles on it and the warranty is good through 2023 or until it reached 153k miles.  Great deal",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sport,NA,2013,Used,Provo,Private,NA,NA
144,Used 2012 Jeep Wrangler,1093,/cars-for-sale/vehicledetails.xhtml?listingId=473701275&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,83300,Automatic,AT-1C3C1B9B,Gasoline,Information Unavailable,1C4AJWAG8CL128554,CD PlayerCruise ControlLift KitPremium Wheels,#000000,#000000,"Nothing wrong whatsoever I just need a truck due to my thinking one can still make money farming in this world.Jeep has been lifted 3 inches. It has premium XD wheels. I put 35  Cooper ST Maxx s on right at 8k miles ago. It has a skyjacker dual stabilizer to make the ride smooth with the larger tires. Has body armor fenders, front bumper and rear bumper. Also, has light bar across top and bottom with two cubes to light up the night trail ride. Any questions please just call or text!",NA,NA,NA,NA,FALSE,Private Seller,,NA,2012,Used,Provo,Private,NA,NA
145,Used 2001 Jeep Wrangler Sport,1124,/cars-for-sale/vehicledetails.xhtml?listingId=482705389&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16500,TRUE,Convertible,4 wheel drive,6-Cylinder,36e3,Manual,AT-1CC57FED,Gasoline,Information Unavailable,Information Unavailable,Lift Kit,#454545,#454545,"2001 Jeep Wrangler Sport, 4.0 engine, 5 speed manual Transmission, 4x4, 2nd Owner never wreaked 36000 miles. New Seats,Bumpers, Stereo/Speakers, Bedliner, New Top, Console, New Tires and Wheels, JW Speaker LED Head Lamps, Led Tail Lamps.  I've owned this jeep since 2003 and It's been stored inside.  Everything works.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2001,Used,Provo,Private,NA,NA
146,Used 2004 Jeep Wrangler X,1126,/cars-for-sale/vehicledetails.xhtml?listingId=480526791&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,13800,FALSE,Sport Utility,4 wheel drive,6-Cylinder,80242,Manual,AT-1CA441C7,Gasoline,Information Unavailable,1J4FA39S44P726741,CD PlayerCruise ControlPremium WheelsSteering Wheel ControlsTrailer Hitch,#F3D511,#000000,"Nice 2004 Jeep Wrangler X Columbia Edition includes custom embroidered seat cushions and trim. Very clean, runs great. Only 80,242 original miles! Barricade front bumper. The 4.0L 6 cylinder engine is considered by many to be the best engine ever put into a Jeep. A/C (cold), heater (cooks), tilt, cruise, P/Steering, P/Brakes, Soft Top. EVERYTHING WORKS. , All records, Custom wheels, Excellent condition, Looks & drives great, Must see, No accidents, Non-smoker, Title in hand, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2004,Used,Provo,Private,NA,NA
147,Used 2014 Jeep Grand Cherokee Limited,1135,/cars-for-sale/vehicledetails.xhtml?listingId=483240783&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPGRAND,18500,FALSE,Sport Utility,All wheel drive,6-Cylinder,96021,Automatic,AT-1CCDAB4F,Gasoline,Information Unavailable,1C4RJFBG2EC135620,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#333333,#000000,"Still under bumper to bumper warranty, Excellent condition, Mostly highway miles, Non-smoker, Very clean interior, Always garaged, Looks & drives great, Well maintained, 20' Wheels, 2-Owner car, heated seats front & back, sunroof, Thule roof racks, many extras, additional photos available. I just bought newer Grand Cherokee to replace this one. It truly is a great car.",NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2014,Used,Provo,Private,NA,NA
148,Used 2011 Jeep Wrangler Unlimited Sport S,1138,/cars-for-sale/vehicledetails.xhtml?listingId=478305467&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25500,FALSE,Convertible,4 wheel drive - rear,6-Cylinder,83356,Automatic,AT-1C825CBB,Gasoline,Information Unavailable,1J4BA3H19BL521153,Bluetooth Hands-FreeCD PlayerCruise ControlLift KitMulti-zone Climate ControlPower LocksPower WindowsPremium AudioPremium WheelsTrailer Hitch,#8B8B8B,#000000,"2011 Jeep Wrangler for sale. I have been transferred overseas and need to sell one of my favorite toys....my loss is your gain. - 83,570  miles- New Besttop safari soft top- 4&quot; lift with Fox shocks- Bushwacker fender flares- Or-Fab front and rear bumpers- Or-Fab full size spare tire carrier- Or-Fab step bars- Teflon coated American Racing wheels- New Nitto Trail Grappler 35&quot; tires w full size spare- K&N fresh air induction system- Power windows and mirrors- Automatic transmission- Weathertech floor liners throughout- Warn winch- Rigid LED cubes- Hi-Lift Jack- Custom side view mirrors- Full doors- Cat back dual exhaust- Tow hitch and electrical harness- In EXCELLENT shape-Garage kept",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sport S,NA,2011,Used,Provo,Private,NA,NA
149,Used 2008 Jeep Wrangler,1141,/cars-for-sale/vehicledetails.xhtml?listingId=467077245&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=100&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,17500,FALSE,Convertible,4 wheel drive,6-Cylinder,53e3,Manual,AT-1BD7087D,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlKeyless EntryMulti-zone Climate ControlPower LocksPower WindowsPremium AudioPremium WheelsSecurity System,#248B15,#454545,A/C ice cold. All scheduled maintenance. Excellent condition. Fully loaded with all the goodies. Looks & drives great. Must see. New tires. No accidents. Non-smoker. Upgraded sound system. Very clean interior. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,,NA,2008,Used,Provo,Private,NA,NA
