rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
575,Used 2013 Jeep Wrangler Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=481456573&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,29987,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,31848,Automatic,AT-1CB271BD,Gasoline,DL604423,1C4BJWEG7DL604423,"18"" X 7.5"" SATIN CARBON POLISHED ALUMINUM WHEELS  (STD)24G CUSTOMER PREFERRED ORDER SELECTION PKG  -inc: 3.6L V6 engine  5-speed auto trans3.21 AXLE RATIO3.6L SMPI 24V VVT V6 ENGINE  (STD)4-Wheel Disc Brakes5-SPEED AUTOMATIC TRANSMISSION  -inc: hill descent control  tip startA/CABSAM/FM StereoAdjustable Steering Wheel",#D7D7D7,#000000,"CARFAX One-Owner. Odometer is 18767 miles below market average! 2013 White Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVT 16/21mpg Navigation System, Quick Order Package 24G.Awards:* 2013 KBB.com Best Resale Value AwardsHere at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Wholesale Inc. Rivergate,Sahara,2013,Used,Huntsville,Dealer,17,21
576,Used 2017 Jeep Wrangler Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=480818639&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,36e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,11552,Automatic,AT-1CA8B5CF,Gasoline,HL706337,1C4BJWEG1HL706337,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSAIR CONDITIONING W/AUTO TEMP CONTROL  -inc: Air Filtering  Humidity SensorAM/FM StereoAdjustable Steering WheelAluminum WheelsAuto-Dimming Rearview MirrorAutomatic Headlights,#8B8B8B,#000000,"CARFAX One-Owner. Clean CARFAX. Odometer is 710 miles below market average! 2017 Billet Silver Metallic Clearcoat Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVT Connectivity Group, Remote USB Port, Tire Pressure Monitoring Display, Uconnect Voice Command w/Bluetooth, Vehicle Information Center.Here at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Wholesale Inc. Rivergate,Sahara,2017,Used,Huntsville,Dealer,17,21
577,Used 2011 Jeep Wrangler Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=482403288&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,18789,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,75492,4-Speed Automatic,AT-1CC0E3D8,Gasoline,BDFC79846A,1J4AA2D1XBL519858,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioBlack Easy Folding Soft TopCD playerCloth Bucket SeatsCompass",#FF7700,#000000,"New Price! Clean CARFAX. Mango Tango 2011 Jeep Wrangler Sport 4WD 4-Speed Automatic VLP 3.8L V6 SMPI HARD TOP!, 4WD, Mango Tango, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, AM/FM radio, Power steering, Traction control.2011 Jeep Wrangler Sport 4WD. Odometer is 9792 miles below market average!Awards:* 2011 KBB.com Best Resale Value AwardsIf you are looking for your next New Honda or used car, truck or SUV WE HAVE IT! NO matter if it is a Ford, Chevrolet, Toyota, Nissan, Jeep, Chrysler, GMC, Hyundai, Subaru, Kia, Volkswagen, Dodge, RAM Mazda, BMW, Lexus, Mercedes-Benz, Chrysler, Acura, Buick, Cadillac, INFINITI, Audi, Mini Cooper, Fiat, Mitsubishi, Lincoln, Land Rover, Volvo, Scion, Porsche, Fiat, Jaguar, Mitsubishi, Tesla, and Fisker. Serving Nashville, Goodlettsville, Gallatin, Lebanon, Springfield, Clarksville, Cookeville, Crossville, Knoxville, Hopkinsville, Bowling Green, Dickson, Franklin, Smyrna, Murfreesboro, McMinville, Manchester, Tullahoma, Shelbyville, Lewisburg, Lawrenceburg, Columbia, Dickson, Huntsville, Florence, Decatur, Scottsboro, and Chattanooga! We will ship to ANYWHERE in the US! Our Certified Service or Sales staff is dedicated to answering all of your questions. We are here to give you the best experience when shopping or buying your next car! ****Price Includes $750 Finance Coupon**** At Music City Honda, we strive to provide outstanding professional service in all areas of our dealership. www.musiccityhonda.com! Call today to check availability and to schedule a test drive!Reviews:* Superior off-road capability; surprisingly fun to drive around town; rough-and-tumble image; availability of two- and four-door versions; it's a convertible. Source: Edmunds","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Music City Honda,Sport,2011,Used,Huntsville,Dealer,15,19
578,Used 2016 Jeep Wrangler 4WD Unlimited Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=481065162&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34004,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,47774,5-Speed Automatic,AT-1CAC78CA,Gasoline,998360,1C4HJWEG4GL283357,"""2017 VOTED BEST PLACE TO BUY A CAR IN MIDDLE TENNESSEE by TOAST OF MIDDLE TENNESSEE""1 OWNER...18"" x 7.5"" Polished Satin Carbon Wheels20162017 & 2018 BEST USED CAR DEALER IN TENNESSEE ""3.21 Rear Axle Ratio4-Wheel Disc Brakes4WD....8 SpeakersABS brakes",#000000,#000000,"CARFAX One-Owner. Clean CARFAX. 4WD...., LEATHER SEATS...., BACK-UP CAMERA...., TOW PACKAGE..., UPGRADED PREMIUM SOUND SYSTEM..., STEERING WHEEL CONTROLS..., EXCELLENT TIRES..., TRACTION CONTROL..., AUX MEDIA INPUT...., NON-SMOKER...., SATELLITE SIRIUS RADIO..., BLUETOOTH CONNECTION..., USB PORT..., ILLUMINATED ENTRY...., KEYLESS ENTRY...., EXCELLENT CONDITION..., ELECTRONIC STABILITY CONTROL... TRACTION CONTROL...., RARE...., PUSH BUTTON START..., BALANCE OF FACTORY WARRANTY..., 1 OWNER..., LIFT KIT..., CLEAN CARFAX NO DAMAGE REPORTED..., CARSMART.NET CERTIFIED PRE-OWNED... CARFAX CERTIFIED..., WWW.CARSMART.NET.... ""DEALERRATER.COM 2015, 2016, 2017 & 2018 BEST USED CAR DEALER IN TENNESSEE "", ""2017 VOTED BEST PLACE TO BUY A CAR IN MIDDLE TENNESSEE by TOAST OF MIDDLE TENNESSEE"", CARFAX CERTIFIED..., HARDTOP.Black Clearcoat 2016 Jeep Wrangler Unlimited Sahara Lifted 4WD""CarSmart.net Certified"" ""2018 VOTED BEST PLACE TO BUY A VEHICLE"" - Our vehicles go through a rigorous mechanical inspection at our award-winning service center CarCare Import & Domestic Service. We fully recondition all of our retail-ready inventory inside and out with every customer in mind.CarSmart distinguished Awards........ DealerRater.com - ""Best Used Car Dealer in TN 2015-2018""......... A Toast of Sumner County ""Best Used Car Dealer 2005-2018""......... Middle Tennessee TOAST Readers Choice ""Best Used Car Dealer 2015-2017""........ DealerRater Customer Service Award ""Best Used Car Dealer 2015-2017""Awards:  * 2016 KBB.com Best Resale Value Awards   * 2016 KBB.com 10 Best SUVs Under $25,000","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Carsmart.net,4WD Unlimited Sahara,2016,Used,Huntsville,Dealer,17,21
579,Used 2006 Jeep Wrangler 4WD Rubicon,109,/cars-for-sale/vehicledetails.xhtml?listingId=484007806&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16900,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,99e3,6-Speed Manual,AT-1CD95F7E,Gasoline,771626,1J4FA69S36P771626,12v Power OutletABS BrakesAM/FMAir ConditioningCD PlayerClimate ControlClockCloth Interior SurfaceCruise ControlCup Holders,#E31313,#454545,"THE PACKAGE EVERYONE IS LOOKING FOR...2006 JEEP WRANGLER 4X4 RUBICON.....SOUTHERN HERITAGE.....EXCELLENT CONDITION INSIDE AND OUT....HARDTOP....MANUAL TRANSMISSION....WITH A WARN WINCH....ICE COLD A/C....LOW MILES FOR THE YEAR...ONLY 99,000 MILES.... RIDING ON A LIKE NEW SET OF MICKEY THOMPSON TIRES....MATCHING MOUNTED SPARE TIRE....OBVIOUSLY WELL MAINTAINED BY THE PREVIOUS OWNERS...EXCELLENT CONDITION INSIDE AND OUT...STAND OUT IN THIS BRIGHT RED RUBICON...THE JEEP EVERYONE IS LOOKING FOR....TRAIL RATED RUBICON....YOUR OFF ROAD SPECIAL...THIS IS THE JEEP WRANGLER RUBICON YOU HAVE BEEN LOOKING FOR...HURRY IN OR CALL 615-859-9400 TODAY BEFORE SOMEONE GETS YOUR 2006 JEEP WRANGLER RUBICON 4X4!!!",NA,NA,NA,NA,FALSE,"Crencor Leasing and Sales, Inc.",4WD Rubicon,2006,Used,Huntsville,Dealer,15,19
580,Used 2004 Jeep Wrangler 4WD Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=483013448&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,10999,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,257192,Automatic,AT-1CCA3348,Gasoline,717705,1J4F449S34P717705,4x4AM/FMAir ConditioningBucket SeatsCDCargo Area TiedownsDriver AirbagFull Size Spare TireInterval WipersPassenger Airbag,#D7D7D7,#454545,"This vehicle is equipped with right hand drive, a hardtop, rear defrost, rear wiper, tow package and 15 inch steel wheels. Cloth interior, manual windows and locks. AM/FM radio, cd, A/C, automatic transmission and 4WD. Visit Autobahn Motorcar online at autobahnmotorcar.net to see more pictures of this vehicle or call us at 470-227-0003 today to schedule your test drive.",NA,NA,NA,NA,FALSE,Autobahn Motorcar,4WD Sport,2004,Used,Huntsville,Dealer,14,19
581,New 2018 Jeep Wrangler JK 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=482240602&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34105,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,14,5-Speed Automatic,AT-1CBE685A,Gasoline,J3356,1C4BJWDG7JL887838,1-Yr SiriusXM Radio Service50 State EmissionsAuto Dim Mirror w/Reading LampBlack 3-Piece Hard TopChrome/Leather Wrapped Shift KnobCloth Seats w/Adjustable Head RestraintsConnectivity GroupDeep Tint Sunscreen WindowsEngine: 3.6L V6 24V VVTFor More Info Call 888-539-7474,#F5F5DC,#000000,"2018 Jeep Wrangler JK Unlimited Sport S 4D Sport Utility 3.6L 6-Cylinder 4WD Gobi Clearcoat ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control. Established in 1984, Bob Frensley Chrysler Jeep Dodge has grown to become a premier auto dealer in the Nashville region. Throughout our tenure we have strived to include the best possible customer service with top-notch repair/maintenance work and comprehensive new and used vehicle selection!","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Bob Frensley Chrysler Jeep Dodge Ram SRT,JK 4WD Unlimited Sport,2018,New,Huntsville,Dealer,17,21
582,New 2018 Jeep Wrangler 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=483007336&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,39420,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,3,8-Speed Automatic,AT-1CCA1B68,Gasoline,J3391,1C4HJXDG5JW186665,1-Yr SiriusXM Radio Service240 Amp Alternator50 State Emissions7 & 4 Pin Wiring Harness700 Amp Maintenance Free BatteryAir Conditioning w/Auto Temp ControlAir FilteringApple CarPlayAutomatic HeadlampsAuxiliary Switches,#D7D7D7,#000000,"2018 Jeep Wrangler Unlimited Sport S 4D Sport Utility 3.6L 6-Cylinder 4WD Bright White Clearcoat ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control. Established in 1984, Bob Frensley Chrysler Jeep Dodge has grown to become a premier auto dealer in the Nashville region. Throughout our tenure we have strived to include the best possible customer service with top-notch repair/maintenance work and comprehensive new and used vehicle selection!","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Bob Frensley Chrysler Jeep Dodge Ram SRT,4WD Unlimited Sport,2018,New,Huntsville,Dealer,NA,NA
583,New 2018 Jeep Wrangler 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=482867071&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,37735,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,2,8-Speed Automatic,AT-1CC7F77F,Gasoline,J3392,1C4HJXDG0JW177629,50 State EmissionsAutomatic HeadlampsBlack 3-Piece Hard TopCloth Low-Back Bucket SeatsDana M200 Rear AxleDeep Tint Sunscreen WindowsEngine: 3.6L V6 24V VVT UPG I w/ESSFreedom Panel Storage BagFront 1-Touch Down Power WindowsHill Descent Control,NA,#000000,"2018 Jeep Wrangler Unlimited Sport S 4D Sport Utility 3.6L 6-Cylinder 4WD Crystal Metallic ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control. Established in 1984, Bob Frensley Chrysler Jeep Dodge has grown to become a premier auto dealer in the Nashville region. Throughout our tenure we have strived to include the best possible customer service with top-notch repair/maintenance work and comprehensive new and used vehicle selection!","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Bob Frensley Chrysler Jeep Dodge Ram SRT,4WD Unlimited Sport,2018,New,Huntsville,Dealer,NA,NA
584,New 2018 Jeep Wrangler JK 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=477778783&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,37272,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,17,5-Speed Automatic,AT-1C7A535F,Gasoline,J3217,1C4BJWDG7JL839045,16' x 7.0' Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radioAir ConditioningAudio Jack Input for Mobile DevicesBrake assistCD player,#E31313,#000000,"**UPGRADED LEATHER**2018 Jeep Wrangler JK Unlimited Freedom Edition 4D Sport Utility 3.6L 6-Cylinder 4WD Red Clearcoat ABS brakes, Compass, Electronic Stability Control, Low tire pressure warning, Traction control. Established in 1984, Bob Frensley Chrysler Jeep Dodge has grown to become a premier auto dealer in the Nashville region. Throughout our tenure we have strived to include the best possible customer service with top-notch repair/maintenance work and comprehensive new and used vehicle selection!","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Bob Frensley Chrysler Jeep Dodge Ram SRT,JK 4WD Unlimited Sport,2018,New,Huntsville,Dealer,17,21
